Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10321331,P1055126,"Motoz Tractionator Enduro S/T Tires",motoz-tractionator-enduro-st-tires,Tires,Motoz,"Dirt Bike / Off-Road","10 On Road 90 Off Road / Dot Dirt Tires / Dirt Bike Tire / Dual Sport Tire",122.99,0.00,5.00,1,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Motoz Tractionator Enduro S/T Tires The Tractionator Enduro ST is a DOT homologated enduro tire that offers supreme traction in soft conditions, while offering great longevity for those longer rides and events. The Tractionator ST also features a reversible rear tread pattern that slightly differs, giving you the choice to mount the tire in a mostly we (mud) direction, or a mostly dry (loam and sand) direction for maximum performance.","Intended for use in soft terrain Natural / synthetic hybrid rubber construction Designed for 10% on-road / 90% off-road 20% dry / 80% wet weather 30% hard / 70% soft terrain Reversible rear tread pattern DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2085/7119/motoz_tractionator_enduro_st_tires.jpg,""
158876,P43304,"IRC Enduro Tires VE-35F / VE-33 Tires",irc-enduro-tires-ve-35f-ve-33-tires,Tires,IRC Tires,"Dirt Bike / Off-Road","Dirt Bike Tire / Hard Terrain / Intermediate Terrain / Non Dot Tire",78.36,102.95,4.50,17,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"IRC Enduro Tires VE-35F / VE-33 Tires","For use in cross country enduro conditions Dimpled knobs for extra gripping power Puncture resistant casings Tube Type Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0001/4309/irc_enduro_tires_ve35_fve33_tires_front.jpg,""
1597129,P675700,"Bridgestone Battlax AdventureCross Scrambler AX41S Tires",bridgestone-battlax-adventurecross-scrambler-ax41s-tires,Tires,Bridgestone,"Cafe","Sport Touring Bias Dot / Sport Touring Radial Do / Dual Onoff Dot / 90 On Road 10 Off Road",169.18,236.55,5.00,5,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone Battlax Adventure Cross Scrambler AX41S Tires The Bridgestone Battlax Adventurecross Scrambler AX41S features a modern scrambler-style tread design for optimal grip in all conditions.","Modern scrambler tread design Sport-touring compound for excellent grip in all conditions Single compound front Dual compound (3LC) rear Tubeless (TL) Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1450/4452/bridgestone_battlax_ax41_s.jpg,""
10202718,P1084081,"Pirelli Scorpion Rally Race Tires",pirelli-scorpion-rally-race-tires,Tires,Pirelli,"Dirt Bike / Off-Road / Adventure / Dual Sport","Dual Onoff Dot / 30 On Road 70 Off Road / 20 On Road 80 Off Road / Dot Dirt Tires",133.54,178.94,4.60,16,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Pirelli Scorpion Rally Race Tires Pirelli remains dedicated to enhancing high-performance tires for the Scorpion family. Following a strategic two-year development process, the Scorpion Rally achieved several victories in the Dakar Rally.","The front knob layout of the Rally is designed to give directional stability, even during high-speed riding The rear knobs provide rotational traction for the most demanding terrains World-class performance with a tire that has a high resistance to puncture TT (tube type) design DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2190/8790/pirelli_scorpion_rally_race_tires.jpg,""
270724,P72286,"Shinko 006 Podium Tires",shinko-006-podium-tires,Tires,Shinko Tires,"Street / Sportbike","Sportbike Tire / Dot Tire",132.56,155.95,4.50,29,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Shinko 006 Podium Tires The Podium radial features a streamlined tread pattern that reduces rotating resistance while improving water drainage.","W(168 mph) or V(149 mph) rated Aramid belted Intermediate rubber compound DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0009/1853/Shinko_006_Podium_Front_Tire.jpg,""
1083519,P346503,"Pirelli MT60 Tires",pirelli-mt60-tires,Tires,Pirelli,"Adventure / Dual Sport","Dual Road Radial Dot / Dual Road Bias Dot / 70 On Road 30 Off Road / Dual Sport Tire",149.05,183.28,4.10,29,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Pirelli MT60 Tires High performance street scrambler tires, the Pirelli MT60 Tires can do it all. Lots of grip, good wet weather performance, and attractive dual-sport styling.","Maximum grip tread Designed for machines like the KTM Duke OE fitment on Ducati Scrambler Superb cornering and straight-line stability; exceptional wet-weather performance Excellent traction, on- and off-road; provides light, responsive handling S-rated for speeds up to 112 mph, H-rated for speeds up to 130 mph or V-rated for speeds up to 149 mph Tubeless (TL) Blackwall Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0210/9479/pirelli_mt60_rs_tires.jpg,""
157976,P290778,"Bridgestone TW301 / TW302 Trail Wing Tires",bridgestone-tw301-tw302-trail-wing-tires,Tires,Bridgestone,"Adventure / Dual Sport / Dirt Bike / Off-Road","Dual Road Bias Dot / 50 On Road 50 Off Road / Dot Dirt Tires / Dirt Bike Tire",114.39,127.54,4.00,2,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Bridgestone TW301 / TW302 Trail Wing Tires","50% on-road / 50% off-road A 4-ply front/rear combination designed primarily for dual sport use Special dimpled tread pattern means many edges, which helps maximize traction Unique front/rear combination provides balanced highway and offroad performance 4-ply construction for long-wearing durability Self-cleaning tread blocks still give a traction edge for muddy and loose terrains DOT approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0111/6290/bridgestone_tw301_trail_wing_front_tires.jpg,""
1806553,P845676,"Continental Conti Sport Attack 4 Radial Tires",continental-conti-sport-attack-4-radial-tires,Tires,Continental Tire,"Street / Sportbike","Hypersport Dot / Sportbike Tire / Dot Tire",157.41,235.95,4.50,13,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Continental Conti Sport Attack 4 Radial Tires The Conti Sport Attack 4 Radial Tires are race ready from the moment they are installed. Tire warmers not needed.","Designed with a black chili sport-compound Larger footprint at extreme angles Rapid warm up within the first miles RainGrip technology for excellent handling under wet conditions Suitable for track use without tire warmers Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount C spec tires primarily used on BMW models",https://www.cyclegear.com/_a/product_images/1399/9285/continental_conti_sport_attack4_tires.jpg,""
1152615,P347334,"Shinko 267 / 268 Flat Track Tires",shinko-267-268-flat-track-tires,Tires,Shinko Tires,"Cruiser / V-Twin / Street / Sportbike / Adventure / Dual Sport / Dirt Bike / Off-Road","Race Tire / Dot Dirt Tires / Supermoto Tire / Dirt Bike Tire",134.26,157.95,3.90,9,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Shinko Tires 267 / 268 Flat Track Tires The Shinko Flat Track tires are designed and tested to perform at the highest level of the sport. The SR267 / 268 is available in multiple compounds to give you the best tire for any track.","Proven performance DOT-approved Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2185/4027/shinko267268_flat_track_tires.jpg,""
1145856,P891863,"Maxxis Razr 2 Tires",maxxis-razr-2-tires,Tires,Maxxis Tires,"Utvatv","Hard Terrain / Utv Atv Tire",189.05,198.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Maxxis Razr2 Tires The Maxxis RAZR 2 Tires borrow engineering from the original RAZR Tire and incorporate a slightly deeper tread depth and more durable six ply construction. Designed to win in extreme conditions, the aggressive tread pattern enhances cornering ability and traction for loose cross country or desert conditions. Specialties aside, the RAZR 2 Tires maintain great all-around traction and balance.","Designed for intermediate to muddy conditions Excels in loose over hard desert terrain Angled shoulder knobs offer improved steering feel and braking control 6 ply rating for rocky conditions For off highway use only",https://www.cyclegear.com/_a/product_images/0001/5289/Maxxis_Razr2_M933_Front_Tire.jpg,""
1275649,P381623,"Metzeler MC360 Mid/Soft Terrain Tires",metzeler-mc360-midsoft-terrain-tires,Tires,Metzeler,"Dirt Bike / Off-Road","Off Highway Non Dot Inc / Dirt Bike Tire / Intermediate Terrain / Soft Terrain",93.74,123.64,4.60,14,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Metzeler MC360 Mid/Soft Terrain Tires The Metzeler MC360 Mid/Soft Terrain Tires were designed to provided a high level of performance in varying conditions by maximizing cornering grip and providing remarkable durability and resistance against cuts and tearing.","High level of traction, dynamic performance on most terrains, remarkable resistance to cuts and tearing 100% carbon black compound improves tearing resistance and provides excellent performance and stability CKB (Continuous Knob Binding) further improves tearing and wear resistance of the knobs Larger block size to increase contact patch Alternated -cut-knob for outstanding durability Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1278/9507/metzeler_mc360_mid_soft_terrain_tires.jpg,""
908335,P253029,"Continental Classic Attack Vintage Radial Tires",continental-classic-attack-vintage-radial-tires,Tires,Continental Tire,"Cruiser / V-Twin / Adventure / Dual Sport","Sport Touring Radial Do / Cruiser Tire / Harley Tire / Vintage Tire",167.26,221.95,4.50,13,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Continental Classic Attack Vintage Radial Tires The Classic Attack Tires have been developed specifically for classic bikes. Featuring traction skin which provides an extremely safe and short tire break-in. This is possible due to the revolutionary raw tread surface from mold coating technology which eliminates the need for tire-release agents. The result is a tire that is ready to be put through its paces from day one.","Extraordinary light handling with outstanding grip and curve stability Exceptional control of riding performance and optimal feedback Perfect grip under all weather conditions, also in wet and cold Black Chili Compound for quick warm up, short braking distance and excellent grip on wet and dry roads Excellent mileage due to up-to-date compound technology Innovative tread pattern design for even wear and good water disbursement Improved radial carcass construction for easy handling and high stability 0° steel-belted construction, front and rear, guarantees excellent stability at high speeds Shoulder area is flexible for greater grip Zenith area is wear resistant for increased mileage Continuous transition Tubeless Eligible for Continental's free 3 year roadside warranty Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0063/4766/continental_classic_attack_vintage_radial_tires.jpg,""
10584556,P1184412,"Shinko 017 Peak Tires",shinko-017-peak-tires,Tires,Shinko Tires,"Street / Sportbike / Adventure / Dual Sport","100 On Road 0 Off Road / Dot Tire / Multi Compound Tire / Touring Tire",127.46,149.95,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Shinko R017 Peak Tires Experience reliable performance on every ride with the Shinko 017 Peak Tire. The Peak 017 features a 3-Layer Tread Compound that offers a steadfast center cap for stability during straight-line travel, while the high-grip silica shoulders enhance confidence during leans. The Jointless Steel Belted construction ensures the tire retains its shape even under the rigors of high speeds, dynamic stress, and hard braking. Wet weather riding is improved thanks to a silica-rich compound that improves handling and braking performance in a variety of conditions. For those who seek a blend of durability and spirited riding, the Shinko 017 Peak Tires offer an impressive balance for the adventurous sport rider, as well as a sportier edge for touring enthusiasts desiring more than what traditional touring tires can offer, all with exceptional value.","An all-weather tire that pleases sport riders and touring riders looking for a more spirited ride High-Speed Stability: Advanced JLSB (Jointless Steel Belt) construction provides maximum structural integrity and strength for aggressive sport riding Advanced Rear Compound: Three-layer tread design utilizes a silica-enriched shoulder for immediate grip and a specialized cap compound for consistent stability Precision Cornering: Elite shoulder grooves optimize contact patch performance to enhance handling and confidence through every turn All-Weather Performance: Specialized tread patterns and compounds ensure superior wet grip and reliable handling in diverse road conditions Straight-Line Control: Artistic center groove design improves tracking and stability during high-speed highway pulls or upright commutes Technology: Jointless steel belt construction delivers added stability and high-speed strength Design: 3-Layer tread compound with silica-enriched shoulder and stable cap compound Tubeless (TL) construction in all sizes",https://www.cyclegear.com/_a/product_images/2571/0280/shinko017_peak_tires.jpg,""
